yahoo_rank,name,team,position,percent_drafted,preseason_adp,adp
2288,Jaret Patterson,LAC,RB,,,
2289,Ray-Ray McCloud III,CHI,WR,,,
2290,Anthony Firkser,DET,TE,,,
2291,Sincere McCormick,SF,RB,,,
2292,Malik Heath,ATL,WR,,,
2293,John Bates,WAS,TE,,,
2294,Xavier Restrepo,TEN,WR,,,
2295,Jeremiah Webb,NE,WR,,,
2296,Vinny Anthony II,ATL,WR,,,
2297,Trayvon Rudolph,MIN,WR,,,
2298,Courtney Jackson,TEN,WR,,,
2299,Montrell Washington,NYG,WR,,,
2300,A.T. Perry,DEN,WR,,,
2301,Juwann Winfree,HOU,WR,,,
2302,Cortez Braham Jr.,BAL,WR,,,
2303,Wesley Grimes,SF,WR,,,
2304,Dohnte Meyers,CIN,WR,,,
2305,Kevin Coleman Jr.,MIA,WR,,,
2306,Shaleak Knotts,MIN,WR,,,
2307,Josh Kelly,HOU,WR,,,
2308,Squirrel White,CHI,WR,,,
2309,Jacob De Jesus,KC,WR,,,
2310,Kendrick Law,DET,WR,,,
2311,Tyren Montgomery,TEN,WR,,,
2312,Luke Wysong,MIN,WR,,,
2313,Jakobie Keeney-James,PIT,WR,,,
2314,Hank Beatty,TEN,WR,,,
2315,Trebor Pena,JAX,WR,,,
2316,Junior Bergen,NYJ,WR,,,
2317,Jalen Virgil,ARI,WR,,,
2318,Tay Martin,DET,WR,,,
2319,Corey Rucker,LV,WR,,,
2320,Stephen Gosnell,BUF,WR,,,
2321,Camden Brown,DAL,WR,,,
2322,Kyron Hudson,CHI,WR,,,
2323,JP Richardson,CHI,WR,,,
2324,Tommy Thomas,DEN,WR,,,
2325,Dane Key,DEN,WR,,,
2326,Cole Burgess,PIT,WR,,,
2327,Tejhaun Palmer,NE,WR,,,
2328,Liam Clifford,LAC,WR,,,
2329,Nick DeGennaro,NE,WR,,,
2330,Xavier Guillory,BAL,WR,,,
2331,Xavier Johnson,CIN,WR,,,
2332,Mekhi Mews,NO,WR,,,
2333,Gary Jennings,LAC,WR,,,
2334,Andrew Armstrong,KC,WR,,,
2335,Elijah Cooks,CAR,WR,,,
2336,Mac Dalena,BUF,WR,,,
2337,Jimmy Holiday,KC,WR,,,
2338,Ja'seem Reed,CAR,WR,,,
2339,Brandon Hayes,PHI,WR,,,
2340,Trent Taylor,SF,WR,,,
2341,Cornell Powell,PIT,WR,,,
2342,Samori Toure,PHI,WR,,,
2343,Maurice Alexander,CHI,WR,,,
2344,E.J. Williams Jr.,LV,WR,,,
2345,John Rhys Plumlee,PIT,WR,,,
2346,Raylen Sharpe,IND,WR,,,
2347,Jeff Caldwell,KC,WR,,,
2348,Jonathan Brady,LV,WR,,,
2349,Nick Nash,WAS,WR,,,
2350,Jacoby Jones,WAS,WR,,,
2351,Colton Dowell,SF,WR,,,
2352,Jared Wayne,HOU,WR,,,
2353,Jalen Moreno-Cropper,NO,WR,,,
2354,Michael Briscoe,MIN,WR,,,
2355,Gabriel Benyard,CAR,WR,,,
2356,Kolbe Katsis,DEN,WR,,,
2357,Mario Williams,LAR,WR,,,
2358,Jimmy Kibble,NE,WR,,,
2359,Jaden Bradley,WAS,WR,,,
2360,Kyre Duplessis,DEN,WR,,,
2361,Michael Wortham,JAX,WR,,,
2362,Hal Presley III,KC,WR,,,
2363,Quentin Skinner,BUF,WR,,,
2364,Lewis Bond,HOU,WR,,,
2365,DT Sheffield,NYJ,WR,,,
2366,Jalen Royals,KC,WR,,,
2367,Brady Boyd,JAX,WR,,,
2368,Malik Turner,SF,WR,,,
2369,Quez Watkins,PHI,WR,,,
2370,Max Tomczak,BUF,WR,,,
2371,Terrill Davis,MIN,WR,,,
2372,Devonte Ross,LAC,WR,,,
2373,Caullin Lacy,NYJ,WR,,,
2374,Dontae Fleming,MIN,WR,,,
2375,Chandler Brayboy,JAX,WR,,,
2376,Malik Rutherford,ATL,WR,,,
2377,Roc Taylor,CAR,WR,,,
2378,Daniel Sobkowicz,HOU,WR,,,
2379,Mante Morrow,LAC,WR,,,
2380,Cameron Dorner,NE,WR,,,
2381,Brennan Presley,LAR,WR,,,
2382,Will Sheppard,GB,WR,,,
2383,Sincere Brown,LAC,WR,,,
2384,Brandon Johnson,LV,WR,,,
2385,Kisean Johnson,GB,WR,,,
2386,Jeshaun Jones,MIN,WR,,,
2387,Joseph Manjack,DEN,WR,,,
2388,Aaron Anderson,CLE,WR,,,
2389,Kyrese Rowan,DEN,WR,,,
2390,Marcus Burke,TEN,WR,,,
2391,Tyrone Broden,SEA,WR,,,
2392,Octavian Smith Jr.,BAL,WR,,,
2393,Eli Pancol,IND,WR,,,
2394,Luke Floriea,CLE,WR,,,
2395,Omari Kelly,CHI,WR,,,
2396,Coleman Owen,IND,WR,,,
2397,Levi Wentz,PIT,WR,,,
2398,Jamaal Pritchett,NYJ,WR,,,
2399,Barion Brown,NO,WR,,,
2400,Jeff Weimer,KC,WR,,,
2401,Jaden Smith,DAL,WR,,,
2402,Kobe Prentice,NE,WR,,,
2403,AJ Henning,MIA,WR,,,
2404,D.J. Montgomery,IND,WR,,,
2405,Romello Brinson,DAL,WR,,,
2406,Marcus Sanders Jr.,MIN,WR,,,
2407,Sahmir Hagans,IND,WR,,,
2408,Isaiah Winstead,PIT,WR,,,
2409,Harrison Wallace III,ARI,WR,,,
2410,Phillip Dorsett II,LV,WR,,,
2411,Rashad Rochelle,SEA,WR,,,
2412,Montorie Foster Jr.,SEA,WR,,,
2413,Joshua Cephus,JAX,WR,,,
2414,Jalen Walthall,NYJ,WR,,,
2415,Chris Hilton Jr.,GB,WR,,,
2416,Reggie Virgil,ARI,WR,,,
2417,Bryson Green,ARI,WR,,,
2418,Damien Alford,NO,WR,,,
2419,Kaden Wetjen,PIT,WR,,,
2420,Noah Short,TB,WR,,,
2421,JaQuae Jackson,LAC,WR,,,
2422,Treyvhon Saunders,HOU,WR,,,
2423,Kendric Pryor,CIN,WR,,,
2424,Lawrence Keys,BUF,WR,,,
2425,John Jiles,NE,WR,,,
2426,Ricky White III,SEA,WR,,,
2427,Matthew Henry,TB,WR,,,
2428,Danny Gray,PHI,WR,,,
2429,Malik Cunningham,DET,WR,,,
2430,Joaquin Davis,PIT,WR,,,
2431,Juice Wells Jr.,ATL,WR,,,
2432,Dalevon Campbell,LAC,WR,,,
2433,Tru Edwards,LAR,WR,,,
2434,Le'Meke Brockington,ATL,WR,,,
2435,Brandon Smith,PIT,WR,,,
2436,Jason Brownlee,KC,WR,,,
2437,Isaiah Neyor,GB,WR,,,
2438,Cameron Ross,DEN,WR,,,
2439,Dalen Cambre,NYG,WR,,,
2440,Donaven McCulley,MIA,WR,,,
2441,Cornelius Johnson,BAL,WR,,,
2442,Erik Ezukanma,PHI,WR,,,
2443,Kyle Dixon,NE,WR,,,
2444,Kole Wilson,CLE,WR,,,
2445,J. Michael Sturdivant,GB,WR,,,
2446,Dominic Lovett,DET,WR,,,
2447,Denzel Mims,DAL,WR,,,
2448,Deion Burks,IND,WR,,,
2449,Noah Thomas,CIN,WR,,,
2450,Chase Roberts,LV,WR,,,
2451,Chris Blair,ATL,WR,,,
2452,Kristian Wilkerson,ATL,WR,,,
2453,Emmanuel Henderson Jr.,SEA,WR,,,
2454,Ja'Mori Maclin,BUF,WR,,,
2455,Garrett Greene,TB,WR,,,
2456,Dillon Bell,MIN,WR,,,
2457,Quincy Skinner Jr.,NYJ,WR,,,
2458,Tarik Black,DET,WR,,,
2459,Sean Brown,DEN,WR,,,
2460,Eric Rivers Jr.,TB,WR,,,
2461,Brock Rechsteiner,NO,WR,,,
2462,Xavier Loyd,KC,WR,,,
2463,Tahj Washington,PHI,WR,,,
2464,Lance McCutcheon,TEN,WR,,,
2465,Gee Scott,NE,WR,,,
2466,Dean Patterson IV,TB,WR,,,
2467,Dennis Houston,TB,WR,,,
2468,Omari Evans,KC,WR,,,
2469,E.J. Horton,IND,WR,,,
2470,Shedrick Jackson,LV,WR,,,
2471,Dayton Wade,BAL,WR,,,
2472,Traeshon Holden,DAL,WR,,,
2473,Malik McClain,NYJ,WR,,,
2474,Julian Hicks,SEA,WR,,,
2475,Keelan Marion,ATL,WR,,,
2476,Jordan Watkins,SF,WR,,,
2477,Hakeem Butler,DEN,WR,,,
2478,Isaiah Wooden,LAC,WR,,,
2479,Anthony Smith,DAL,WR,,,
2480,Malick Meiga,CAR,WR,,,
2481,Kaden Davis,CHI,WR,,,
2482,Luke Grimm,LAC,WR,,,
2483,Ben Patterson,CLE,WR,,,
2484,Ja'Corey Brooks,WAS,WR,,,
2485,Cam Camper,NYJ,WR,,,
2486,CJ Williams,JAX,WR,,,
2487,Jordan Moore,CIN,WR,,,
2488,Da'Quan Felton,NYJ,WR,,,
2489,Brenden Rice,LV,WR,,,
2490,Alex Bullock,JAX,WR,,,
2491,Josh Cameron,JAX,WR,,,
2492,Jordan Hudson,DAL,WR,,,
2493,Kaden Prather,GB,WR,,,
2494,Theo Wease Jr.,MIA,WR,,,
2495,Lucky Jackson,DET,WR,,,
2496,Will Pauling,SF,WR,,,
2497,Chris Brazzell II,CAR,WR,,,
2498,Justin Watson,HOU,WR,,,
2499,Riley Nowakowski,PIT,"RB,TE",,,
2500,Robbie Ouzts,SEA,"RB,TE",,,
2501,Jets,NYJ,DEF,,,
2502,Luke Schoonmaker,DAL,TE,,,
2503,Michael Bandy,DEN,WR,,,
2504,Jaylin Lane,WAS,WR,,,
2505,John FitzPatrick,GB,TE,,,
2506,DJ Turner,LV,WR,,,
2507,Parris Campbell,DAL,WR,,,
2508,Jason Sanders,NYJ,K,,,
2509,Cam Akers,SEA,RB,,,
2510,Jeremy McNichols,WAS,RB,,,
2511,Julian Hill,NE,TE,,,
2512,Jake Browning,TB,QB,,,
2513,K.J. Osborn,TEN,WR,,,
2514,Stone Smartt,PHI,TE,,,
2515,Mecole Hardman Jr.,BUF,WR,,,
2516,Luke Farrell,SF,TE,,,
2517,Max Hurleman,PIT,"WR,RB",,,
2518,Nick Westbrook-Ikhine,IND,WR,,,
2519,Johnny Mundt,PHI,TE,,,
2520,Ja'Lynn Polk,NO,WR,,,
2521,River Cracraft,WAS,WR,,,
2522,Michael Woods II,DEN,WR,,,
2523,Casey Washington,CAR,WR,,,
2524,Trey Palmer,NO,WR,,,
2525,Tyler Bass,BUF,K,4,134.1,134.4
2526,Jalen Reagor,MIA,WR,,,
2527,Bryce Oliver,TEN,WR,,,
2528,Brenden Bates,CLE,TE,,,
2529,Patrick Taylor Jr.,SF,RB,,,
2530,Jerome Ford,WAS,RB,,,
2531,Jimmy Horn Jr.,CAR,WR,,,
2532,Dan Chisena,CAR,WR,,,
2533,Tanner Conner,NYG,TE,,,
2534,Odell Beckham Jr.,NYG,WR,,,
2535,Johnny Wilson,PHI,WR,,,
2536,Darius Cooper,PHI,WR,,,
2537,Isaiah Williams,NYJ,WR,,,
2538,Terrace Marshall Jr.,MIA,WR,,,
2539,Lucas Scott,BAL,RB,,,
2540,Myles Montgomery,NE,RB,,,
2541,Damien Martinez,GB,RB,,,
2542,Dominic Richardson,NYJ,RB,,,
2543,Desmond Reid,BUF,RB,,,
2544,Anthony Tyus III,CAR,RB,,,
2545,Alex Tecza,PIT,RB,,,
2546,Elijah Tau-Tolliver,BAL,RB,,,
2547,Jabari Small,DET,RB,,,
2548,Julius Davis,DEN,RB,,,
2549,Damon Bankston,NYG,RB,,,
2550,Kadarius Calloway,TB,RB,,,
2551,Al-Jay Henderson,KC,RB,,,
2552,Jacardia Wright,SEA,RB,,,
2553,Justin Jones,SEA,RB,,,
2554,Cash Jones,ATL,RB,,,
2555,Le'Veon Moss,MIA,RB,,,
2556,Dean Connors,LAR,RB,,,
2557,Brittain Brown,CHI,RB,,,
2558,Amar Johnson,LAC,RB,,,
2559,Kye Robichaux,DET,RB,,,
2560,Frank Gore Jr.,BUF,RB,,,
2561,Eli Heidenreich,PIT,RB,,,
2562,Sam Scott,NYJ,RB,,,
2563,Deion Hankins,CHI,RB,,,
2564,Trent Battle,ATL,RB,,,
2565,Brock Lampe,SEA,RB,,,
2566,Deneric Prince,NE,RB,,,
2567,Salvon Ahmed,CHI,RB,,,
2568,Kendall Milton,CIN,RB,,,
2569,ShunDerrick Powell,PHI,RB,,,
2570,Gary Brightwell,CIN,RB,,,
2571,Jaden Nixon,GB,RB,,,
2572,Jaydn Ott,KC,RB,,,
2573,Ian Wheeler,BUF,RB,,,
2574,Keaontay Ingram,KC,RB,,,
2575,Trent Howland,DEN,RB,,,
2576,Michael Wiley,TB,RB,,,
2577,Gregory Desrosiers,LAC,RB,,,
2578,Roydell Williams,DET,RB,,,
2579,Ja'Quinden Jackson,PHI,RB,,,
2580,Coleman Bennett,MIA,RB,,,
2581,Chip Trayanum,NYJ,RB,,,
2582,Jordan Nubin,DEN,RB,,,
2583,Owen Wright,HOU,RB,,,
2584,Ulysses Bentley IV,IND,RB,,,
2585,Jordan Waters,LAR,RB,,,
2586,Kalel Mullings,TEN,RB,,,
2587,Jordon Vaughn,IND,RB,,,
2588,Lew Nichols,PIT,RB,,,
2589,Kentrel Bullock,CIN,RB,,,
2590,Tre Stewart,ARI,RB,,,
2591,Cody Schrader,DEN,RB,,,
2592,TJ Harden,SEA,RB,,,
2593,Chase Edmonds,WAS,RB,,,
2594,Kevorian Barnes,NYG,RB,,,
2595,Ben VanSumeren,BUF,RB,,,
2596,Jamal Haynes,CIN,RB,,,
2597,Donovan Edwards,MIA,RB,,,
2598,Montrell Johnson Jr.,CAR,RB,,,
2599,Blake Watson,TEN,RB,,,
2600,Davon Booth,CLE,RB,,,
2601,Josh Williams,TB,RB,,,
2602,Roman Hemby,LV,RB,,,
2603,Jackson Acker,BUF,RB,,,
2604,Grant Finley,NYG,RB,,,
2605,Miles Davis,CAR,RB,,,
2606,Jermar Jefferson,MIN,RB,,,
2607,Max Bredeson,MIN,RB,,,
2608,Joshua Pitsenberger,HOU,RB,,,
2609,Dontae McMillan,BAL,RB,,,
2610,Kejon Owens,MIN,RB,,,
2611,Barika Kpeenu,TB,RB,,,
2612,Isaiah Jacobs,GB,RB,,,
2613,Lincoln Pare,IND,RB,,,
2614,Israel Abanikanda,DAL,RB,,,
2615,Jashaun Corbin,DAL,RB,,,
2616,Dante Miller,NYG,RB,,,
2617,Nathan Carter,ATL,RB,,,
2618,Robert Henry Jr.,WAS,RB,,,
2619,Jarquez Hunter,MIA,RB,,,
2620,J'Mari Taylor,JAX,RB,,,
2621,Jam Miller,NE,RB,,,
2622,Rodney Hammond Jr.,DEN,RB,,,
2623,Lan Larison,NE,RB,,,
2624,Terion Stewart,KC,RB,,,
2625,Noah Whittington,HOU,RB,,,
2626,Elijah Mitchell,KC,RB,,,
2627,EJ Smith,KC,RB,,,
2628,Anderson Castle,IND,RB,,,
2629,Carlos Washington Jr.,MIA,RB,,,
2630,Ahmani Marshall,CLE,RB,,,
2631,Anthony Hankerson,SEA,RB,,,
2632,CJ Donaldson,NO,RB,,,
2633,Russell Wilson,NYG,QB,,,
2634,Tim Jones,JAX,WR,,,
2635,Cade York,NYJ,K,,,
2636,Ronnie Bell,NO,WR,,,
2637,Quintin Morris,JAX,TE,,,
2638,Josiah Deguara,SF,TE,,,
2639,Jacob Cowing,SF,WR,,,
2640,Trenton Irwin,SF,WR,,,
2641,Trey Sermon,ATL,RB,,,
2642,Ihmir Smith-Marsette,ARI,WR,,,
2643,Cody White,SEA,WR,,,
2644,Tyler Scott,LAR,WR,,,
2645,Tyrod Taylor,GB,QB,,,
2646,Brevyn Spann-Ford,DAL,TE,,,
2647,Bryce Ford-Wheaton,NYG,WR,,,
2648,Irv Charles,SEA,WR,,,
2649,Jordan Mims,PHI,RB,,,
2650,Pierre Strong Jr.,GB,RB,,,
2651,Jha'Quan Jackson,TB,WR,,,
2652,Jack Stoll,CLE,TE,,,
2653,Dante Pettis,BUF,WR,,,
2654,Drew Ogletree,IND,TE,,,
2655,JaMycal Hasty,NE,RB,,,
2656,Efton Chism III,NE,WR,,,
2657,Michael Burton,CLE,RB,,,
2658,Charlie Woerner,ATL,TE,,,
2659,Ameer Abdullah,JAX,RB,,,
2660,Kenny McIntosh,SEA,RB,,,
2661,Gunner Olszewski,NYG,WR,,,
2662,Ty Chandler,NO,RB,,,
2663,Scotty Miller,CHI,WR,,,
2664,Deuce Vaughn,HOU,RB,,,
2665,Zavier Scott,MIN,RB,,,
2666,Jordan Whittington,LAR,WR,,,
2667,Carson Steele,PHI,RB,,,
2668,Xavier Smith,LAR,WR,,,
2669,Konata Mumpfield,LAR,WR,,,
2670,Dont'e Thornton Jr.,LV,WR,,,
2671,Payne Durham,TB,TE,,,
2672,Lucas Krull,DEN,TE,,,
2673,Eric Saubert,SEA,TE,,,
2674,Brycen Tremayne,CAR,WR,,,
2675,Kyle Juszczyk,SF,RB,,,
2676,Davis Mills,HOU,QB,,,
2677,David Martin-Robinson,TEN,TE,,,
2678,Tip Reiman,ARI,TE,,,
2679,Eric Gray,NYG,RB,,,
2680,Malachi Corley,CLE,WR,,,
2681,Mason Tipton,NO,WR,,,
2682,KeAndre Lambert-Smith,LAC,WR,,,
2683,Durham Smythe,BAL,TE,,,
2684,Jonathan Ward,BAL,RB,,,
2685,Ben Yurosek,MIN,TE,,,
2686,Raheem Blackshear,DET,RB,,,
2687,Xavier Weaver,ARI,WR,,,
2688,Kylen Granson,TEN,TE,,,
2689,Bo Melton,GB,WR,,,
2690,Tucker Fisk,LAC,TE,,,
2691,Chris Collier,LV,RB,,,
2692,Kansei Matsuzawa,LV,K,,,
2693,Lenny Krieg,ATL,K,,,
2694,Mason Shipley,NO,K,,,
2695,Maddux Trujillo,BUF,K,,,
2696,Lucas Havrisik,GB,K,,,
2697,Laith Marjan,PIT,K,,,
2698,Will Ferrin,NYJ,K,,,
2699,Ethan Sanchez,SF,K,,,
2700,Ben Sauls,NYG,K,,,
2701,Paul Geelen,DEN,K,,,
2702,Dominic Zvada,NYG,K,,,
2703,Chris Freeman,HOU,K,,,
2704,Drew Stevens,WAS,K,,,
2705,Luke Drzewiecki,BAL,K,,,
2706,Gabriel Plascencia,CHI,K,,,
2707,Tanner Brown,NO,K,,,
2708,B.T. Potter,TB,K,,,
2709,Jamari Thrash,CLE,WR,,,
2710,Harrison Bryant,HOU,TE,,,
2711,Terrell Jennings,NE,RB,,,
2712,Dylan Drummond,ATL,WR,,,
2713,Carter Runyon,LV,TE,,,
2714,Ryan Miller,MIA,WR,,,
2715,Blake Whiteheart,CLE,TE,,,
2716,Raheem Mostert,LV,RB,,,
2717,Tylan Wallace,CLE,WR,,,
2718,Austin Trammell,JAX,WR,,,
2719,Cameron Latu,PHI,TE,,,
2720,Cedrick Wilson Jr.,DET,WR,,,
2721,Tom Kennedy,DET,WR,,,
2722,Corey Kiner,NE,RB,,,
2723,Beaux Collins,ATL,WR,,,
2724,Braxton Berrios,NYG,WR,,,
2725,James Proche II,TEN,WR,,,
2726,Arian Smith,NYJ,WR,,,
2727,Skyy Moore,GB,WR,,,
2728,Colson Yankoff,WAS,TE,,,
2729,Gage Larvadain,CLE,WR,,,
2730,Jalen Brooks,ARI,WR,,,
2731,Andrew Beck,NYJ,RB,,,
2732,Tyler Huntley,BAL,QB,,,
2733,Anthony Richardson Sr.,IND,QB,,,
2734,Feleipe Franks,CAR,TE,,,
2735,Hunter Luepke,DAL,RB,,,
2736,Tyler Badie,DEN,RB,,,
2737,Andre Baccellia,ARI,WR,,,
2738,Jake Bobo,SEA,WR,,,
2739,Jalin Hyatt,NYG,WR,,,
2740,Brayden Willis,SF,TE,,,
2741,Tai Felton,MIN,WR,,,
2742,Ben Skowronek,PIT,WR,,,
2743,Scott Matlock,LAC,RB,,,
2744,Mason Kinsey,TEN,WR,,,
2745,Zamir White,NO,RB,,,
2746,Connor Heyward,LV,RB,,,
2747,Trent Sherfield,BUF,WR,,,
2748,KhaDarel Hodge,SF,WR,,,
2749,Jonathan Mingo,DAL,WR,,,
2750,Quinn Ewers,JAX,QB,,,
2751,Kameron Johnson,TB,WR,,,
2752,AJ Dillon,CAR,RB,,,
2753,Deven Thompkins,LV,WR,,,
2754,Velus Jones Jr.,SEA,"WR,RB",,,
2755,Jack Westover,NE,"RB,TE",,,
2756,Dee Eskridge,MIA,WR,,,
2757,Britain Covey,PHI,WR,,,
2758,Dare Ogunbowale,LV,RB,,,
2759,Laquon Treadwell,IND,WR,,,
2760,Ke'Shawn Williams,CIN,WR,,,
2761,Kene Nwangwu,NYJ,RB,,,
2762,Dareke Young,LV,WR,,,
2763,LaJohntay Wester,BAL,WR,,,
2764,Jameis Winston,NYG,QB,,,
2765,Evan Hull,ARI,RB,,,
2766,British Brooks,HOU,RB,,,
2767,Trayveon Williams,DET,RB,,,
2768,Charlie Jones,CIN,WR,,,
2769,Derius Davis,LAC,WR,,,
2770,Simi Fehoko,ARI,WR,,,
2771,Nikko Remigio,KC,WR,,,
2772,Dameon Pierce,PHI,RB,,,
2773,Khalil Herbert,SF,RB,,,
2774,Kaleb Johnson,PIT,RB,,,
2775,Devin Duvernay,ARI,WR,,,
2776,Alec Ingold,LAC,RB,,,
2777,Myles Price,MIN,WR,,,
2778,Alex Bachman,LAR,WR,,,
2779,Drew Lock,SEA,QB,,,
2780,Anthony Gould,IND,WR,,,
2781,Rasheen Ali,BAL,RB,,,
2782,DeAndre Carter,CLE,WR,,,
2783,Will Levis,TEN,QB,,,
2784,Isaac Guerendo,SF,RB,,,
2785,Aidan O'Connell,LV,QB,,,
2786,Ronnie Rivers,LAR,RB,,,
2787,Hassan Haskins,NE,RB,,,
2788,Brady Russell,SEA,"RB,TE",,,
2789,Will Shipley,PHI,RB,,,
2790,D'Ernest Johnson,TEN,RB,,,
2791,Xavier Gipson,NYG,WR,,,
2792,Jacob Saylors,DET,RB,,,
2793,Adam Prentice,DEN,RB,,,
2794,Patrick Ricard,NYG,RB,,,
2795,DeeJay Dallas,JAX,RB,,,
2796,Craig Reynolds,WAS,RB,,,
2797,Dillon Gabriel,CLE,QB,,,
2798,Hunter Dekkers,NO,QB,,,
2799,Brett Rypien,HOU,QB,,,
2800,Sam Hartman,WAS,QB,,,
2801,Taylen Green,CLE,QB,,,
2802,Matthew Caldwell,LAR,QB,,,
2803,Austin Reed,BAL,QB,,,
2804,Adrian Martinez,SF,QB,,,
2805,Kedon Slovis,ARI,QB,,,
2806,Jeff Driskel,WAS,QB,,,
2807,Jake Retzlaff,SEA,QB,,,
2808,Kyle McCord,MIA,QB,,,
2809,Will Howard,PIT,QB,,,
2810,Athan Kaliakmanis,WAS,QB,,,
2811,Cole Payton,PHI,QB,,,
2812,Stetson Bennett IV,LAR,QB,,,
2813,Kyle Allen,BUF,QB,,,
2814,John Wolford,MIN,QB,,,
2815,Drew Allar,PIT,QB,,,
2816,Miller Moss,CHI,QB,,,
2817,Carter Bradley,JAX,QB,,,
2818,Mark Gronowski,MIA,QB,,,
2819,Chandler Morris,TB,QB,,,
2820,Garrett Nussmeier,KC,QB,,,
2821,Tommy DeVito,NE,QB,,,
2822,Shane Buechele,BUF,QB,,,
2823,Joe Fagnano,BAL,QB,,,
2824,Ken Seals,KC,QB,,,
2825,Ty Simpson,LAR,QB,,,
2826,Jacob Clark,LV,QB,,,
2827,Kurtis Rourke,SF,QB,,,
2828,Case Keenum,CHI,QB,,,
2829,Cade Klubnik,NYJ,QB,,,
2830,Sam Howell,DAL,QB,,,
2831,Joey Aguilar,JAX,QB,,,
2832,Haynes King,CAR,QB,,,
2833,DJ Uiagalelei,LAC,QB,,,
2834,Jack Strand,ATL,QB,,,
2835,Trevor Siemian,TEN,QB,,,
2836,Bailey Zappe,NYJ,QB,,,
2837,Will Grier,DAL,QB,,,
2838,Hendon Hooker,TEN,QB,,,
2839,Easton Stick,IND,QB,,,
2840,Graham Mertz,HOU,QB,,,
2841,Luke Altmyer,DET,QB,,,
2842,Teddy Bridgewater,TB,QB,,,
2843,Chris Oladokun,KC,QB,,,
2844,Sam Ehlinger,DEN,QB,,,
2845,Sean Clifford,CIN,QB,,,
2846,Brandon Allen,NYG,QB,,,
2847,Kyle Trask,CAR,QB,,,
2848,Diego Pavia,BAL,QB,,,
2849,Behren Morton,NE,QB,,,
2850,Sawyer Robertson,LV,QB,,,
2851,E.J. Warner,DEN,QB,,,
2852,Jarrett Stidham,DEN,QB,,,
2853,Skylar Thompson,BAL,QB,,,
2854,Cam Miller,MIA,QB,,,
2855,Jalon Daniels,TB,QB,,,
2856,Kyron Drones,GB,QB,,,
2857,Nathan Peterman,ATL,QB,,,
2858,Seth Henigan,IND,QB,,,
2859,Kaidon Salter,TEN,QB,,,
2860,Connor Bazelak,TB,QB,,,
2861,Julius Chestnut,TEN,RB,,,
2862,Brady Cook,NYJ,QB,,,
2863,Reggie Gilliam,NE,RB,,,
2864,Travis Homer,PIT,RB,,,
2865,Dylan Laube,LV,RB,,,
2866,Desmond Ridder,GB,QB,,,
2867,Riley Leonard,IND,QB,,,
2868,Mitchell Trubisky,TEN,QB,,,
2869,Jake Haener,NYG,QB,,,
2870,Josh Johnson,CIN,QB,,,
2871,Tyson Bagent,CHI,QB,,,
2872,Clayton Tune,GB,QB,,,
2873,Mason Rudolph,PIT,QB,,,
2874,Tanner McKee,PHI,QB,,,
2875,Andy Dalton,PHI,QB,,,
2876,Joe Milton III,DAL,QB,,,
2877,Trey Lance,LAC,QB,,,
2878,Cooper Rush,ATL,QB,,,
2879,Max Brosmer,MIN,QB,,,
2880,Kenny Pickett,CAR,QB,,,
2881,Gardner Minshew II,ARI,QB,,,
2882,Joshua Dobbs,DET,QB,,,
2883,Zach Wilson,NO,QB,,,
2884,Jimmy Garoppolo,LAR,QB,,,
2885,Jalen Milroe,SEA,QB,,,
2886,Nick Mullens,JAX,QB,,,
