name,team,position,half_ppr_adp,full_ppr_adp,projected_fantasy_points,half_ppr_season,half_ppr_per_game,full_ppr_season,full_ppr_per_game,pass_attempts,pass_completions,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,fumbles_lost
Trent Sherfield,BUF,WR,999.0,999.0,3.9,2.9,0.2,3.9,0.2,0,0,0,0,0,0,0,0,2.0,19.0,0,0
Tyler Conklin,DET,TE,999.0,999.0,1.7,1.2,0.1,1.7,0.1,0,0,0,0,0,0,0,0,1.0,7.0,0,0
Kyle Allen,BUF,QB,999.0,999.0,12.0,11.0,0.6,11.0,0.6,31.0,19.0,195.0,1.0,1.0,2.0,12.0,0,0,0,0,0
Marquez Valdes-Scantling,DAL,WR,999.0,999.0,26.9,22.9,1.3,26.9,1.6,0,0,0,0,0,1.0,6.0,0,8.0,123.0,1.0,0
Will Dissly,FA,TE,999.0,999.0,27.0,21.5,1.3,27.0,1.6,0,0,0,0,0,0,0,0,11.0,100.0,1.0,0
Durham Smythe,BAL,TE,999.0,999.0,9.9,7.4,0.4,9.9,0.6,0,0,0,0,0,0,0,0,5.0,49.0,0,0
Ian Thomas,LV,TE,999.0,999.0,4.0,3.0,0.2,4.0,0.2,0,0,0,0,0,0,0,0,2.0,20.0,0,0
Mike Gesicki,CIN,TE,999.0,999.0,104.9,83.9,4.9,104.9,6.2,0,0,0,0,0,0,0,0,42.0,449.0,3.0,0
Dante Pettis,FA,WR,999.0,999.0,7.3,5.8,0.3,7.3,0.4,0,0,0,0,0,1.0,6.0,0,3.0,37.0,0,0
Nick Chubb,FA,RB,999.0,999.0,27.9,25.4,1.5,27.9,1.6,0,0,0,0,0,35.0,138.0,1.0,5.0,31.0,0,0
Mason Rudolph,PIT,QB,999.0,999.0,11.7,10.7,0.6,10.7,0.6,32.0,20.0,202.0,1.0,1.0,2.0,6.0,0,0,0,0,0
Dare Ogunbowale,FA,RB,999.0,999.0,7.5,5.5,0.3,7.5,0.4,0,0,0,0,0,2.0,8.0,0,4.0,27.0,0,0
Austin Ekeler,FA,RB,999.0,999.0,33.1,28.6,1.7,33.1,1.9,0,0,0,0,0,28.0,118.0,1.0,9.0,63.0,0,0
Robert Tonyan,PIT,TE,999.0,999.0,1.9,1.4,0.1,1.9,0.1,0,0,0,0,0,0,0,0,1.0,9.0,0,0
Nick Mullens,JAX,QB,999.0,999.0,12.0,11.0,0.6,11.0,0.6,33.0,20.0,211.0,1.0,1.0,2.0,6.0,0,0,0,0,0
Kendrick Bourne,ARI,WR,999.0,999.0,71.3,57.3,3.4,71.3,4.2,0,0,0,0,0,0,0,0,28.0,313.0,2.0,0
Taysom Hill,FA,TE,999.0,999.0,9.5,7.5,0.4,9.5,0.6,0,0,0,0,0,5.0,20.0,0,4.0,35.0,0,0
Tim Patrick,NYJ,WR,999.0,999.0,13.7,10.7,0.6,13.7,0.8,0,0,0,0,0,0,0,0,6.0,77.0,0,0
David Moore,CAR,WR,999.0,999.0,1.8,1.3,0.1,1.8,0.1,0,0,0,0,0,0,0,0,1.0,8.0,0,0
Noah Brown,FA,WR,999.0,999.0,21.8,18.3,1.1,21.8,1.3,0,0,0,0,0,0,0,0,7.0,88.0,1.0,0
Jeremy McNichols,WAS,RB,999.0,999.0,9.4,7.9,0.5,9.4,0.6,0,0,0,0,0,10.0,42.0,0,3.0,22.0,0,0
Eric Saubert,SEA,TE,999.0,999.0,5.7,4.2,0.2,5.7,0.3,0,0,0,0,0,0,0,0,3.0,27.0,0,0
Joshua Dobbs,FA,QB,999.0,999.0,12.4,11.4,0.7,11.4,0.7,31.0,19.0,195.0,1.0,1.0,4.0,16.0,0,0,0,0,0
Mack Hollins,NE,WR,999.0,999.0,59.9,49.4,2.9,59.9,3.5,0,0,0,0,0,1.0,6.0,0,21.0,263.0,2.0,0
Josh Reynolds,FA,WR,999.0,999.0,6.5,5.0,0.3,6.5,0.4,0,0,0,0,0,0,0,0,3.0,35.0,0,0
Samaje Perine,CIN,RB,999.0,999.0,57.6,51.6,3.0,57.6,3.4,0,0,0,0,0,60.0,251.0,2.0,12.0,85.0,0,0
Jonnu Smith,FA,TE,999.0,999.0,61.7,49.2,2.9,61.7,3.6,0,0,0,0,0,4.0,16.0,0,25.0,231.0,2.0,0
Kareem Hunt,FA,RB,999.0,999.0,24.2,22.7,1.3,24.2,1.4,0,0,0,0,0,35.0,130.0,1.0,3.0,22.0,0,0
Curtis Samuel,FA,WR,999.0,999.0,5.3,4.3,0.3,5.3,0.3,0,0,0,0,0,1.0,6.0,0,2.0,27.0,0,0
Evan Engram,DEN,TE,999.0,999.0,70.7,55.2,3.2,70.7,4.2,0,0,0,0,0,0,0,0,31.0,277.0,2.0,0
Mo Alie-Cox,IND,TE,999.0,999.0,15.4,11.4,0.7,15.4,0.9,0,0,0,0,0,0,0,0,8.0,74.0,0,0
JuJu Smith-Schuster,NYG,WR,999.0,999.0,31.6,25.6,1.5,31.6,1.9,0,0,0,0,0,1.0,6.0,0,12.0,130.0,1.0,0
Deshaun Watson,CLE,QB,999.0,999.0,102.1,96.1,5.7,96.1,5.7,215.0,137.0,1374.0,8.0,6.0,30.0,131.0,2.0,0,0,0,2.0
Mitchell Trubisky,TEN,QB,999.0,999.0,11.9,10.9,0.6,10.9,0.6,29.0,18.0,186.0,1.0,1.0,4.0,15.0,0,0,0,0,0
Kalif Raymond,CHI,WR,999.0,999.0,27.7,23.2,1.4,27.7,1.6,0,0,0,0,0,2.0,11.0,0,9.0,116.0,1.0,0
Demarcus Robinson,SF,WR,999.0,999.0,31.5,26.0,1.5,31.5,1.9,0,0,0,0,0,0,0,0,11.0,145.0,1.0,0
Tyler Higbee,LAR,TE,999.0,999.0,32.9,25.9,1.5,32.9,1.9,0,0,0,0,0,0,0,0,14.0,129.0,1.0,0
Chris Moore,FA,WR,999.0,999.0,4.1,3.1,0.2,4.1,0.2,0,0,0,0,0,0,0,0,2.0,21.0,0,0
Austin Hooper,ATL,TE,999.0,999.0,33.2,26.2,1.5,33.2,2.0,0,0,0,0,0,0,0,0,14.0,132.0,1.0,0
Sterling Shepard,FA,WR,999.0,999.0,0.6,0.6,0.0,0.6,0.0,0,0,0,0,0,1.0,6.0,0,0,0,0,0
Carson Wentz,MIN,QB,999.0,999.0,12.4,11.4,0.7,11.4,0.7,32.0,20.0,221.0,1.0,1.0,2.0,6.0,0,0,0,0,0
Chris Manhertz,NYG,TE,999.0,999.0,2.3,1.8,0.1,2.3,0.1,0,0,0,0,0,0,0,0,1.0,13.0,0,0
DeAndre Carter,FA,WR,999.0,999.0,1.8,1.3,0.1,1.8,0.1,0,0,0,0,0,2.0,11.0,0,1.0,17.0,0,1.0
Raheem Mostert,FA,RB,999.0,999.0,12.5,10.0,0.6,12.5,0.7,0,0,0,0,0,10.0,42.0,0,5.0,33.0,0,0
Josh Johnson,CIN,QB,999.0,999.0,11.3,10.3,0.6,10.3,0.6,28.0,17.0,176.0,1.0,1.0,2.0,13.0,0,0,0,0,0
Darren Waller,FA,TE,999.0,999.0,85.6,69.6,4.1,85.6,5.0,0,0,0,0,0,0,0,0,32.0,356.0,3.0,0
Tyler Lockett,FA,WR,999.0,999.0,28.3,22.8,1.3,28.3,1.7,0,0,0,0,0,0,0,0,11.0,113.0,1.0,0
Ameer Abdullah,JAX,RB,999.0,999.0,4.8,3.8,0.2,4.8,0.3,0,0,0,0,0,3.0,13.0,0,2.0,15.0,0,0
Marcus Mariota,WAS,QB,999.0,999.0,13.1,12.1,0.7,12.1,0.7,29.0,19.0,188.0,1.0,1.0,4.0,26.0,0,0,0,0,0
Jameis Winston,NYG,QB,999.0,999.0,12.9,11.9,0.7,11.9,0.7,32.0,20.0,214.0,1.0,1.0,3.0,13.0,0,0,0,0,0
Brandin Cooks,FA,WR,999.0,999.0,28.8,23.8,1.4,28.8,1.7,0,0,0,0,0,0,0,0,10.0,128.0,1.0,0
Teddy Bridgewater,DET,QB,999.0,999.0,11.6,10.6,0.6,10.6,0.6,32.0,20.0,202.0,1.0,1.0,2.0,5.0,0,0,0,0,0
Odell Beckham,NYG,WR,999.0,999.0,28.0,23.0,1.4,28.0,1.6,0,0,0,0,0,0,0,0,10.0,120.0,1.0,0
Derek Carr,FA,QB,999.0,999.0,27.2,25.2,1.5,25.2,1.5,66.0,43.0,447.0,3.0,2.0,4.0,13.0,0,0,0,0,1.0
Joe Flacco,CIN,QB,999.0,999.0,28.7,26.7,1.6,26.7,1.6,69.0,44.0,448.0,3.0,2.0,4.0,8.0,0,0,0,0,0
Jimmy Garoppolo,FA,QB,999.0,999.0,12.3,11.3,0.7,11.3,0.7,33.0,21.0,218.0,1.0,1.0,2.0,6.0,0,0,0,0,0
DeAndre Hopkins,FA,WR,999.0,999.0,2.5,2.0,0.1,2.5,0.1,0,0,0,0,0,0,0,0,1.0,15.0,0,0
Jamal Haynes,CIN,RB,999.0,999.0,9.6,8.6,0.5,9.6,0.6,0,0,0,0,0,15.0,63.0,0,2.0,13.0,0,0
Jack Velling,ATL,TE,999.0,999.0,7.3,5.3,0.3,7.3,0.4,0,0,0,0,0,0,0,0,4.0,33.0,0,0
Kyle Juszczyk,SF,RB,999.0,999.0,19.9,14.4,0.8,19.9,1.2,0,0,0,0,0,3.0,9.0,0,11.0,80.0,0,0
Geno Smith,NYJ,QB,999.0,999.0,222.5,208.5,12.3,208.5,12.3,489.0,325.0,3372.0,22.0,14.0,45.0,156.0,1.0,0,0,0,4.0
Barion Brown,NO,WR,999.0,999.0,29.6,24.6,1.4,29.6,1.7,0,0,0,0,0,0,0,0,10.0,136.0,1.0,0
Max Bredeson,MIN,TE,999.0,999.0,3.8,2.8,0.2,3.8,0.2,0,0,0,0,0,1.0,3.0,0,2.0,15.0,0,0
Kaden Wetjen,PIT,WR,999.0,999.0,4.2,3.2,0.2,4.2,0.2,0,0,0,0,0,0,0,0,2.0,22.0,0,0
Colbie Young,CIN,WR,999.0,999.0,31.0,25.5,1.5,31.0,1.8,0,0,0,0,0,0,0,0,11.0,140.0,1.0,0
Joe Royer,CLE,TE,999.0,999.0,57.8,46.3,2.7,57.8,3.4,0,0,0,0,0,0,0,0,23.0,228.0,2.0,0
Will Kacmarek,MIA,TE,999.0,999.0,61.6,49.1,2.9,61.6,3.6,0,0,0,0,0,0,0,0,25.0,246.0,2.0,0
Riley Nowakowski,PIT,TE,999.0,999.0,9.6,7.1,0.4,9.6,0.6,0,0,0,0,0,0,0,0,5.0,46.0,0,0
Miles Kitselman,DET,TE,999.0,999.0,31.6,25.1,1.5,31.6,1.9,0,0,0,0,0,0,0,0,13.0,126.0,1.0,0
Seydou Traore,MIA,TE,999.0,999.0,8.0,6.0,0.4,8.0,0.5,0,0,0,0,0,0,0,0,4.0,40.0,0,0
Diego Pavia,BAL,QB,999.0,999.0,12.5,11.5,0.7,11.5,0.7,29.0,18.0,183.0,1.0,1.0,4.0,22.0,0,0,0,0,0
Seth McGowan,IND,RB,999.0,999.0,32.3,29.3,1.7,32.3,1.9,0,0,0,0,0,38.0,160.0,1.0,6.0,43.0,0,0
Jaren Kanak,TEN,TE,999.0,999.0,31.6,25.1,1.5,31.6,1.9,0,0,0,0,0,0,0,0,13.0,126.0,1.0,0
Eli Raridon,NE,TE,999.0,999.0,33.0,26.0,1.5,33.0,1.9,0,0,0,0,0,0,0,0,14.0,130.0,1.0,0
Bryce Lance,NO,WR,999.0,999.0,38.7,31.2,1.8,38.7,2.3,0,0,0,0,0,0,0,0,15.0,177.0,1.0,0
Jaydn Ott,KC,RB,999.0,999.0,11.2,9.7,0.6,11.2,0.7,0,0,0,0,0,15.0,63.0,0,3.0,19.0,0,0
Kaelon Black,SF,RB,999.0,999.0,42.3,39.3,2.3,42.3,2.5,0,0,0,0,0,49.0,200.0,2.0,6.0,43.0,0,0
Cyrus Allen,KC,WR,999.0,999.0,37.2,30.2,1.8,37.2,2.2,0,0,0,0,0,0,0,0,14.0,172.0,1.0,0
Zavion Thomas,CHI,WR,999.0,999.0,57.2,47.2,2.8,57.2,3.4,0,0,0,0,0,0,0,0,20.0,252.0,2.0,0
Chase Roberts,LV,WR,999.0,999.0,6.6,5.1,0.3,6.6,0.4,0,0,0,0,0,0,0,0,3.0,36.0,0,0
Tanner Koziol,JAX,TE,999.0,999.0,32.8,25.8,1.5,32.8,1.9,0,0,0,0,0,0,0,0,14.0,128.0,1.0,0
Jam Miller,NE,RB,999.0,999.0,20.4,18.9,1.1,20.4,1.2,0,0,0,0,0,22.0,92.0,1.0,3.0,22.0,0,0
Skyler Bell,BUF,WR,999.0,999.0,92.2,76.2,4.5,92.2,5.4,0,0,0,0,0,1.0,7.0,0,32.0,415.0,3.0,0
Justin Joly,DEN,TE,999.0,999.0,58.0,46.5,2.7,58.0,3.4,0,0,0,0,0,0,0,0,23.0,230.0,2.0,0
Josh Cameron,JAX,WR,999.0,999.0,59.6,49.1,2.9,59.6,3.5,0,0,0,0,0,4.0,22.0,0,21.0,244.0,2.0,0
Zach Ertz,FA,TE,999.0,999.0,36.7,28.7,1.7,36.7,2.2,0,0,0,0,0,0,0,0,16.0,147.0,1.0,0
Brenen Thompson,LAC,WR,999.0,999.0,39.0,32.0,1.9,39.0,2.3,0,0,0,0,0,0,0,0,14.0,190.0,1.0,0
Lance Mason,SEA,TE,999.0,999.0,31.6,25.1,1.5,31.6,1.9,0,0,0,0,0,0,0,0,13.0,126.0,1.0,0
Trebor Pena,JAX,WR,999.0,999.0,6.6,5.1,0.3,6.6,0.4,0,0,0,0,0,0,0,0,3.0,36.0,0,0
Eric McAlister,FA,WR,999.0,999.0,30.1,24.6,1.4,30.1,1.8,0,0,0,0,0,0,0,0,11.0,131.0,1.0,0
J'Mari Taylor,JAX,RB,999.0,999.0,30.7,28.2,1.7,30.7,1.8,0,0,0,0,0,38.0,160.0,1.0,5.0,37.0,0,0
John Michael Gyllenborg,KC,TE,999.0,999.0,40.4,22.9,1.3,28.4,1.7,0,0,0,0,0,0,0,0,11.0,114.0,1.0,0
Kevin Coleman,MIA,WR,999.0,999.0,32.4,26.4,1.6,32.4,1.9,0,0,0,0,0,0,0,0,12.0,144.0,1.0,0
Dane Key,DEN,WR,999.0,999.0,6.6,5.1,0.3,6.6,0.4,0,0,0,0,0,0,0,0,3.0,36.0,0,0
Deion Burks,IND,WR,999.0,999.0,27.6,22.6,1.3,27.6,1.6,0,0,0,0,0,0,2.0,0,10.0,114.0,1.0,0
Desmond Reid,FA,RB,999.0,999.0,25.3,23.3,1.4,25.3,1.5,0,0,0,0,0,29.0,122.0,1.0,4.0,31.0,0,0
Matt Hibner,BAL,TE,999.0,999.0,31.8,25.3,1.5,31.8,1.9,0,0,0,0,0,0,0,0,13.0,128.0,1.0,0
Sam Roush,CHI,TE,999.0,999.0,33.5,26.5,1.6,33.5,2.0,0,0,0,0,0,0,0,0,14.0,135.0,1.0,0
Oscar Delp,NO,TE,999.0,999.0,39.4,30.9,1.8,39.4,2.3,0,0,0,0,0,0,0,0,17.0,164.0,1.0,0
Noah Thomas,CIN,WR,999.0,999.0,6.6,5.1,0.3,6.6,0.4,0,0,0,0,0,0,0,0,3.0,36.0,0,0
Eric Rivers,TB,WR,999.0,999.0,29.4,23.9,1.4,29.4,1.7,0,0,0,0,0,0,0,0,11.0,124.0,1.0,0
Dean Connors,LAR,RB,999.0,999.0,8.4,7.4,0.4,8.4,0.5,0,0,0,0,0,11.0,46.0,0,2.0,18.0,0,0
Aaron Anderson,CLE,WR,999.0,999.0,30.2,24.7,1.5,30.2,1.8,0,0,0,0,0,0,0,0,11.0,132.0,1.0,0
Marlin Klein,HOU,TE,999.0,999.0,29.5,23.5,1.4,29.5,1.7,0,0,0,0,0,0,0,0,12.0,115.0,1.0,0
Taylen Green,CLE,QB,999.0,999.0,30.3,28.3,1.7,28.3,1.7,53.0,32.0,335.0,2.0,2.0,15.0,69.0,1.0,0,0,0,1.0
Cade Klubnik,NYJ,QB,999.0,999.0,24.0,22.0,1.3,22.0,1.3,61.0,38.0,400.0,2.0,2.0,5.0,20.0,0,0,0,0,0
Adam Randall,BAL,RB,999.0,999.0,30.1,26.1,1.5,30.1,1.8,0,0,0,0,0,25.0,103.0,1.0,8.0,58.0,0,0
Nate Boerkircher,JAX,TE,999.0,999.0,27.4,21.9,1.3,27.4,1.6,0,0,0,0,0,0,0,0,11.0,104.0,1.0,0
Reggie Virgil,ARI,WR,999.0,999.0,6.6,5.1,0.3,6.6,0.4,0,0,0,0,0,0,0,0,3.0,36.0,0,0
Caleb Douglas,MIA,WR,999.0,999.0,32.5,26.5,1.6,32.5,1.9,0,0,0,0,0,0,0,0,12.0,145.0,1.0,0
Drew Allar,PIT,QB,999.0,999.0,22.0,20.0,1.2,20.0,1.2,62.0,39.0,398.0,2.0,2.0,5.0,21.0,0,0,0,0,1.0
Jack Endries,CIN,TE,999.0,999.0,53.3,42.8,2.5,53.3,3.1,0,0,0,0,0,0,0,0,21.0,203.0,2.0,0
Josh Cuevas,BAL,TE,999.0,999.0,27.8,22.3,1.3,27.8,1.6,0,0,0,0,0,0,0,0,11.0,108.0,1.0,0
Carson Beck,ARI,QB,999.0,999.0,54.9,50.9,3.0,50.9,3.0,124.0,77.0,778.0,5.0,4.0,12.0,38.0,1.0,0,0,0,1.0
CJ Daniels,LAR,WR,999.0,999.0,39.3,31.8,1.9,39.3,2.3,0,0,0,0,0,1.0,6.0,0,15.0,177.0,1.0,0
Darius Cooper,PHI,WR,999.0,999.0,6.7,5.2,0.3,6.7,0.4,0,0,0,0,0,0,0,0,3.0,37.0,0,0
Ben Yurosek,MIN,TE,999.0,999.0,4.0,3.0,0.2,4.0,0.2,0,0,0,0,0,0,0,0,2.0,20.0,0,0
Gage Larvadain,CLE,WR,999.0,999.0,1.9,1.4,0.1,1.9,0.1,0,0,0,0,0,0,0,0,1.0,9.0,0,0
Jahdae Walker,CHI,WR,999.0,999.0,25.9,21.4,1.3,25.9,1.5,0,0,0,0,0,0,0,0,9.0,109.0,1.0,0
Jacardia Wright,SEA,RB,999.0,999.0,4.3,3.3,0.2,4.3,0.3,0,0,0,0,0,2.0,8.0,0,2.0,15.0,0,0
Theo Wease,MIA,WR,999.0,999.0,67.6,55.1,3.2,67.6,4.0,0,0,0,0,0,0,0,0,25.0,306.0,2.0,0
Phil Mafah,DAL,RB,999.0,999.0,6.7,5.7,0.3,6.7,0.4,5.0,0,0,0,0,8.0,32.0,0,2.0,15.0,0,0
Konata Mumpfield,LAR,WR,999.0,999.0,41.7,33.7,2.0,41.7,2.5,0,0,0,0,0,0,0,0,16.0,197.0,1.0,0
LaJohntay Wester,BAL,WR,999.0,999.0,1.0,0.5,0.0,1.0,0.1,0,0,0,0,0,1.0,6.0,0,1.0,14.0,0,1.0
KeAndre Lambert-Smith,LAC,WR,999.0,999.0,35.5,29.0,1.7,35.5,2.1,0,0,0,0,0,1.0,6.0,0,13.0,159.0,1.0,0
Jackson Hawes,BUF,TE,999.0,999.0,31.9,25.4,1.5,31.9,1.9,0,0,0,0,0,0,0,0,13.0,129.0,1.0,0
Jaylin Lane,WAS,WR,999.0,999.0,64.5,53.0,3.1,64.5,3.8,0,0,0,0,0,4.0,23.0,0,23.0,272.0,2.0,0
Jordan Watkins,SF,WR,999.0,999.0,2.4,1.9,0.1,2.4,0.1,0,0,0,0,0,0,0,0,1.0,14.0,0,0
LeQuint Allen,JAX,RB,999.0,999.0,56.2,47.2,2.8,56.2,3.3,0,0,0,0,0,33.0,135.0,1.0,18.0,127.0,1.0,0
Tahj Brooks,CIN,RB,999.0,999.0,24.4,22.9,1.3,24.4,1.4,0,0,0,0,0,33.0,132.0,1.0,3.0,22.0,0,0
Efton Chism,NE,WR,999.0,999.0,31.2,25.2,1.5,31.2,1.8,0,0,0,0,0,1.0,6.0,0,12.0,126.0,1.0,0
Dont'e Thornton,LV,WR,999.0,999.0,29.4,24.4,1.4,29.4,1.7,0,0,0,0,0,0,0,0,10.0,134.0,1.0,0
Arian Smith,NYJ,WR,999.0,999.0,7.1,5.6,0.3,7.1,0.4,0,0,0,0,0,1.0,6.0,0,3.0,35.0,0,0
Trevor Etienne,CAR,RB,999.0,999.0,31.1,28.6,1.7,31.1,1.8,0,0,0,0,0,40.0,164.0,1.0,5.0,37.0,0,0
Jimmy Horn,CAR,WR,999.0,999.0,27.4,22.9,1.3,27.4,1.6,0,0,0,0,0,3.0,16.0,0,9.0,108.0,1.0,0
Elijah Arroyo,SEA,TE,999.0,999.0,72.2,57.7,3.4,72.2,4.2,0,0,0,0,0,0,0,0,29.0,312.0,2.0,0
Xavier Restrepo,TEN,WR,999.0,999.0,4.8,3.8,0.2,4.8,0.3,0,0,0,0,0,1.0,6.0,0,2.0,22.0,0,0
Kalel Mullings,TEN,RB,999.0,999.0,5.6,4.6,0.3,5.6,0.3,0,0,0,0,0,5.0,20.0,0,2.0,16.0,0,0
Donovan Edwards,MIA,RB,999.0,999.0,2.1,2.1,0.1,2.1,0.1,0,0,0,0,0,5.0,21.0,0,0,0,0,0
Will Howard,PIT,QB,999.0,999.0,22.5,20.5,1.2,20.5,1.2,64.0,40.0,410.0,2.0,2.0,5.0,21.0,0,0,0,0,1.0
Jalen Milroe,SEA,QB,999.0,999.0,13.9,12.9,0.8,12.9,0.8,26.0,16.0,164.0,1.0,1.0,8.0,43.0,0,0,0,0,0
Jalen Royals,KC,WR,999.0,999.0,40.7,32.7,1.9,40.7,2.4,0,0,0,0,0,1.0,8.0,0,16.0,179.0,1.0,0
Isaiah Bond,CLE,WR,999.0,999.0,71.8,58.8,3.5,71.8,4.2,0,0,0,0,0,4.0,22.0,0,26.0,316.0,2.0,0
Quinn Ewers,MIA,QB,999.0,999.0,12.4,11.4,0.7,11.4,0.7,31.0,19.0,195.0,1.0,1.0,4.0,16.0,0,0,0,0,0
Tai Felton,MIN,WR,999.0,999.0,29.2,24.2,1.4,29.2,1.7,0,0,0,0,0,1.0,6.0,0,10.0,126.0,1.0,0
Ollie Gordon,MIA,RB,999.0,999.0,23.2,21.7,1.3,23.2,1.4,0,0,0,0,0,30.0,120.0,1.0,3.0,22.0,0,0
Dillon Gabriel,CLE,QB,999.0,999.0,11.9,10.9,0.6,10.9,0.6,30.0,19.0,189.0,1.0,1.0,2.0,13.0,0,0,0,0,0
Tez Johnson,TB,WR,999.0,999.0,38.4,31.4,1.8,38.4,2.3,0,0,0,0,0,2.0,10.0,0,14.0,174.0,1.0,0
Savion Williams,GB,WR,999.0,999.0,13.1,10.6,0.6,13.1,0.8,0,0,0,0,0,4.0,22.0,0,5.0,59.0,0,0
Ricky White,SEA,WR,999.0,999.0,4.2,3.2,0.2,4.2,0.2,0,0,0,0,0,0,0,0,2.0,22.0,0,0
Mitchell Evans,CAR,TE,999.0,999.0,31.9,25.4,1.5,31.9,1.9,0,0,0,0,0,0,0,0,13.0,129.0,1.0,0
Raheim Sanders,CLE,RB,999.0,999.0,4.7,3.7,0.2,4.7,0.3,0,0,0,0,0,5.0,20.0,0,2.0,7.0,0,0
DJ Giddens,IND,RB,999.0,999.0,30.0,27.0,1.6,30.0,1.8,0,0,0,0,0,33.0,137.0,1.0,6.0,43.0,0,0
Jordan James,SF,RB,999.0,999.0,59.7,54.2,3.2,59.7,3.5,0,0,0,0,0,68.0,287.0,2.0,11.0,80.0,0,0
Damien Martinez,GB,RB,999.0,999.0,7.5,6.5,0.4,7.5,0.4,0,0,0,0,0,10.0,41.0,0,2.0,14.0,0,0
George Holani,SEA,RB,999.0,999.0,25.2,23.2,1.4,25.2,1.5,0,0,0,0,0,30.0,123.0,1.0,4.0,29.0,0,0
Kameron Johnson,TB,WR,999.0,999.0,4.8,3.8,0.2,4.8,0.3,0,0,0,0,0,0,0,0,2.0,28.0,0,0
Xavier Weaver,ARI,WR,999.0,999.0,7.1,5.6,0.3,7.1,0.4,0,0,0,0,0,1.0,6.0,0,3.0,35.0,0,0
Devin Culp,TB,TE,999.0,999.0,7.3,5.3,0.3,7.3,0.4,0,0,0,0,0,0,0,0,4.0,33.0,0,0
Anthony Gould,IND,WR,999.0,999.0,3.2,2.7,0.2,3.2,0.2,0,0,0,0,0,1.0,6.0,0,1.0,16.0,0,0
Sione Vaki,DET,RB,999.0,999.0,4.0,3.0,0.2,4.0,0.2,0,0,0,0,0,1.0,4.0,0,2.0,16.0,0,0
Tip Reiman,ARI,TE,999.0,999.0,15.4,11.4,0.7,15.4,0.9,0,0,0,0,0,0,0,0,8.0,74.0,0,0
Kirk Cousins,LV,QB,999.0,999.0,39.2,36.2,2.1,36.2,2.1,98.0,63.0,639.0,5.0,3.0,5.0,6.0,0,0,0,0,2.0
Isaac Guerendo,SF,RB,999.0,999.0,21.2,20.2,1.2,21.2,1.2,0,0,0,0,0,28.0,116.0,1.0,2.0,16.0,0,0
Luke McCaffrey,WAS,WR,999.0,999.0,9.3,7.3,0.4,9.3,0.5,0,0,0,0,0,0,0,0,4.0,53.0,0,0
Jermaine Burton,FA,WR,999.0,999.0,26.0,22.0,1.3,26.0,1.5,0,0,0,0,0,1.0,6.0,0,8.0,114.0,1.0,0
Roman Wilson,PIT,WR,999.0,999.0,26.8,22.3,1.3,26.8,1.6,0,0,0,0,0,0,0,0,9.0,118.0,1.0,0
Devontez Walker,BAL,WR,999.0,999.0,12.2,9.7,0.6,12.2,0.7,0,0,0,0,0,1.0,6.0,0,5.0,66.0,0,0
Xavier Legette,CAR,WR,999.0,999.0,39.6,32.1,1.9,39.6,2.3,0,0,0,0,0,1.0,6.0,0,15.0,180.0,1.0,0
Jordan Whittington,LAR,WR,999.0,999.0,23.3,19.3,1.1,23.3,1.4,0,0,0,0,0,1.0,6.0,0,8.0,87.0,1.0,0
Malachi Corley,CLE,WR,999.0,999.0,6.8,5.8,0.3,6.8,0.4,0,0,0,0,0,5.0,28.0,0,2.0,20.0,0,0
Jacob Cowing,SF,WR,999.0,999.0,1.7,1.2,0.1,1.7,0.1,0,0,0,0,0,0,0,0,1.0,7.0,0,0
Malik Washington,MIA,WR,999.0,999.0,100.7,82.2,4.8,100.7,5.9,0,0,0,0,0,22.0,121.0,0,37.0,396.0,2.0,0
Isaiah Williams,NYJ,WR,999.0,999.0,31.3,25.3,1.5,31.3,1.8,0,0,0,0,0,3.0,18.0,0,12.0,135.0,1.0,1.0
Dallin Holker,FA,TE,999.0,999.0,7.5,5.5,0.3,7.5,0.4,0,0,0,0,0,0,0,0,4.0,35.0,0,0
Ja'Tavion Sanders,CAR,TE,999.0,999.0,37.8,29.3,1.7,37.8,2.2,0,0,0,0,0,0,0,0,17.0,148.0,1.0,0
Cade Stover,HOU,TE,999.0,999.0,33.2,26.2,1.5,33.2,2.0,0,0,0,0,0,2.0,2.0,0,14.0,130.0,1.0,0
Ben Sinnott,WAS,TE,999.0,999.0,31.4,24.9,1.5,31.4,1.8,0,0,0,0,0,0,0,0,13.0,124.0,1.0,0
Brevyn Spann-Ford,DAL,TE,999.0,999.0,29.4,23.4,1.4,29.4,1.7,0,0,0,0,0,0,0,0,12.0,114.0,1.0,0
Jawhar Jordan,HOU,RB,999.0,999.0,27.0,24.5,1.4,27.0,1.6,0,0,0,0,0,31.0,127.0,1.0,5.0,33.0,0,0
MarShawn Lloyd,GB,RB,999.0,999.0,46.5,43.5,2.6,46.5,2.7,0,0,0,0,0,59.0,244.0,2.0,6.0,41.0,0,0
Will Shipley,PHI,RB,999.0,999.0,33.8,28.8,1.7,33.8,2.0,0,0,0,0,0,25.0,105.0,1.0,10.0,73.0,0,0
Dylan Laube,LV,RB,999.0,999.0,5.1,4.1,0.2,5.1,0.3,0,0,0,0,0,5.0,21.0,0,2.0,10.0,0,0
