name,team,position,half_ppr_adp,full_ppr_adp,projected_fantasy_points,half_ppr_season,half_ppr_per_game,full_ppr_season,full_ppr_per_game,pass_attempts,pass_completions,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,fumbles_lost
Gunnar Helm,TEN,TE,161.4,200.8,120.3,94.3,5.5,120.3,7.1,0,0,0,0,0,0,0,0,52.0,503.0,3.0,0
Jalen McMillan,TB,WR,161.9,163.7,132.6,109.6,6.4,132.6,7.8,0,0,0,0,0,6.0,35.0,0,46.0,591.0,4.0,0
Mike Washington,LV,RB,163.3,179.1,62.0,57.5,3.4,62.0,3.6,0,0,0,0,0,66.0,281.0,2.0,9.0,69.0,1.0,0
Antonio Williams,WAS,WR,163.9,168.1,97.0,79.5,4.7,97.0,5.7,0,0,0,0,0,2.0,16.0,0,35.0,424.0,3.0,0
Keaton Mitchell,LAC,RB,164.9,164.9,96.9,87.9,5.2,96.9,5.7,0,0,0,0,0,88.0,435.0,3.0,18.0,134.0,1.0,1.0
C.J. Stroud,HOU,QB,165.6,163.4,234.2,220.2,13.0,220.2,13.0,481.0,302.0,3405.0,20.0,12.0,54.0,220.0,2.0,0,0,0,3.0
Cam Ward,TEN,QB,167.0,165.9,227.8,212.8,12.5,212.8,12.5,541.0,341.0,3516.0,19.0,13.0,46.0,182.0,2.0,0,0,0,4.0
Jerry Jeudy,CLE,WR,168.2,173.5,119.6,98.1,5.8,119.6,7.0,0,0,0,0,0,1.0,5.0,0,43.0,581.0,3.0,0
Daniel Jones,IND,QB,170.1,195.1,231.5,218.5,12.9,218.5,12.9,484.0,322.0,3388.0,20.0,11.0,48.0,190.0,2.0,0,0,0,3.0
Fernando Mendoza,LV,QB,170.2,169.5,212.2,199.2,11.7,199.2,11.7,434.0,277.0,2894.0,19.0,11.0,53.0,234.0,2.0,0,0,0,3.0
Nicholas Singleton,TEN,RB,170.9,176.4,63.7,57.7,3.4,63.7,3.7,0,0,0,0,0,65.0,270.0,2.0,12.0,87.0,1.0,1.0
Tank Bigsby,PHI,RB,171.1,187.7,57.2,53.2,3.1,57.2,3.4,0,0,0,0,0,78.0,336.0,2.0,8.0,56.0,0,1.0
David Njoku,LAC,TE,172.0,172.4,79.7,64.2,3.8,79.7,4.7,0,0,0,0,0,0,0,0,31.0,307.0,3.0,0
Bryce Young,CAR,QB,172.2,194.2,225.3,212.3,12.5,212.3,12.5,474.0,299.0,3079.0,20.0,11.0,52.0,251.0,2.0,0,0,0,3.0
Adonai Mitchell,NYJ,WR,172.9,177.9,98.3,80.8,4.8,98.3,5.8,0,0,0,0,0,1.0,10.0,0,35.0,443.0,3.0,0
Kayshon Boutte,NE,WR,173.3,178.7,94.6,79.1,4.7,94.6,5.6,0,0,0,0,0,0,0,0,31.0,456.0,3.0,0
Isiah Pacheco,DET,RB,175.3,167.2,53.6,48.6,2.9,53.6,3.2,0,0,0,0,0,67.0,263.0,2.0,10.0,73.0,0,1.0
Eli Stowers,PHI,TE,176.4,173.9,81.4,65.9,3.9,81.4,4.8,0,0,0,0,0,2.0,5.0,0,31.0,319.0,3.0,0
Trey Benson,ARI,RB,179.0,182.2,27.2,25.7,1.5,27.2,1.6,0,0,0,0,0,30.0,120.0,1.0,3.0,22.0,1.0,1.0
Kaytron Allen,WAS,RB,180.8,181.2,45.9,41.9,2.5,45.9,2.7,0,0,0,0,0,53.0,220.0,2.0,8.0,59.0,0,1.0
Kimani Vidal,LAC,RB,187.5,181.1,36.7,32.2,1.9,36.7,2.2,0,0,0,0,0,38.0,155.0,1.0,9.0,62.0,0,0
Tre' Harris,LAC,WR,188.5,194.5,112.9,93.4,5.5,112.9,6.6,0,0,0,0,0,1.0,6.0,0,39.0,493.0,4.0,0
Sean Tucker,TB,RB,190.9,192.8,52.5,48.5,2.9,52.5,3.1,0,0,0,0,0,66.0,288.0,2.0,8.0,57.0,0,1.0
Ja'Kobi Lane,BAL,WR,191.7,197.8,90.1,74.1,4.4,90.1,5.3,0,0,0,0,0,1.0,5.0,0,32.0,396.0,3.0,0
Ray Davis,BUF,RB,192.6,208.6,58.0,53.5,3.1,58.0,3.4,0,0,0,0,0,71.0,304.0,2.0,9.0,66.0,0,0
Isaac TeSlaa,DET,WR,193.5,198.6,105.4,88.9,5.2,105.4,6.2,0,0,0,0,0,2.0,11.0,0,33.0,473.0,4.0,0
Brandon Aiyuk,SF,WR,194.0,190.2,128.8,106.3,6.3,128.8,7.6,0,0,0,0,0,1.0,7.0,0,45.0,591.0,4.0,0
Colby Parkinson,LAR,TE,196.0,200.2,83.7,67.2,4.0,83.7,4.9,0,0,0,0,0,0,0,0,33.0,327.0,3.0,0
Zachariah Branch,ATL,WR,198.3,180.4,100.6,82.1,4.8,100.6,5.9,0,0,0,0,0,0,0,0,37.0,456.0,3.0,0
Tre Tucker,LV,WR,199.1,207.2,111.8,91.8,5.4,111.8,6.6,0,0,0,0,0,6.0,32.0,0,40.0,506.0,3.0,0
Jaylen Wright,MIA,RB,199.6,215.1,44.1,41.1,2.4,44.1,2.6,0,0,0,0,0,53.0,223.0,2.0,6.0,38.0,0,0
Tank Dell,HOU,WR,199.7,206.7,97.3,80.8,4.8,97.3,5.7,0,0,0,0,0,4.0,24.0,0,33.0,439.0,3.0,0
Kaleb Johnson,PIT,RB,200.4,217.5,32.0,29.5,1.7,32.0,1.9,0,0,0,0,0,42.0,174.0,1.0,5.0,36.0,0,0
Emanuel Wilson,SEA,RB,200.5,203.3,56.5,51.0,3.0,56.5,3.3,0,0,0,0,0,61.0,249.0,2.0,11.0,86.0,0,0
Demond Claiborne,MIN,RB,201.7,218.3,29.8,25.8,1.5,29.8,1.8,0,0,0,0,0,25.0,120.0,1.0,8.0,58.0,0,1.0
Troy Franklin,DEN,WR,202.0,184.7,85.6,70.6,4.2,85.6,5.0,0,0,0,0,0,3.0,17.0,0,30.0,359.0,3.0,0
Jacoby Brissett,ARI,QB,202.4,200.9,160.0,153.0,9.0,153.0,9.0,355.0,225.0,2400.0,15.0,7.0,35.0,110.0,1.0,0,0,0,3.0
Jaylin Noel,HOU,WR,204.7,213.7,82.9,67.4,4.0,82.9,4.9,0,0,0,0,0,7.0,37.0,0,31.0,362.0,2.0,0
Pat Bryant,DEN,WR,206.0,222.5,96.4,78.9,4.6,96.4,5.7,0,0,0,0,0,2.0,9.0,0,35.0,425.0,3.0,0
Kendre Miller,NO,RB,207.2,224.8,5.6,4.6,0.3,5.6,0.3,0,0,0,0,0,5.0,20.0,0,2.0,16.0,0,0
Marvin Mims,DEN,WR,209.1,219.5,69.9,56.4,3.3,69.9,4.1,0,0,0,0,0,6.0,36.0,0,27.0,293.0,2.0,1.0
Brashard Smith,KC,RB,209.4,226.3,19.9,17.9,1.1,19.9,1.2,0,0,0,0,0,16.0,67.0,1.0,4.0,32.0,0,0
Darnell Mooney,NYG,WR,210.3,221.1,58.6,49.1,2.9,58.6,3.4,0,0,0,0,0,1.0,3.0,0,19.0,273.0,2.0,0
Germie Bernard,PIT,WR,210.4,220.8,98.9,80.9,4.8,98.9,5.8,0,0,0,0,0,2.0,10.0,0,36.0,439.0,3.0,0
Kyle Williams,NE,WR,211.9,222.1,31.2,26.2,1.5,31.2,1.8,0,0,0,0,0,1.0,4.0,0,10.0,148.0,1.0,0
Jake Tonges,SF,TE,213.2,191.4,70.8,55.8,3.3,70.8,4.2,0,0,0,0,0,0,0,0,30.0,288.0,2.0,0
Ted Hurst,TB,WR,213.3,223.5,97.9,79.9,4.7,97.9,5.8,0,0,0,0,0,2.0,13.0,0,36.0,426.0,3.0,0
Calvin Ridley,TEN,WR,214.0,227.7,77.3,63.8,3.8,77.3,4.5,0,0,0,0,0,1.0,6.0,0,27.0,377.0,2.0,0
Jalen Nailor,LV,WR,214.4,166.5,141.1,116.1,6.8,141.1,8.3,0,0,0,0,0,3.0,21.0,0,50.0,650.0,4.0,0
Chimere Dike,TEN,WR,215.0,229.4,89.4,70.4,4.1,89.4,5.3,0,0,0,0,0,6.0,30.0,0,38.0,384.0,2.0,1.0
Ryan Flournoy,DAL,WR,216.7,227.6,121.2,97.7,5.7,121.2,7.1,0,0,0,0,0,2.0,13.0,0,47.0,549.0,3.0,0
Jaydon Blue,DAL,RB,217.2,236.6,44.9,41.4,2.4,44.9,2.6,0,0,0,0,0,50.0,210.0,2.0,7.0,49.0,0,0
Tory Horton,SEA,WR,217.5,228.7,92.0,76.5,4.5,92.0,5.4,0,0,0,0,0,1.0,9.0,0,31.0,421.0,3.0,0
Mason Taylor,NYJ,TE,218.2,224.3,77.3,60.8,3.6,77.3,4.5,0,0,0,0,0,0,0,0,33.0,323.0,2.0,0
Audric Estime,NO,RB,218.6,237.4,22.6,21.1,1.2,22.6,1.3,0,0,0,0,0,30.0,119.0,1.0,3.0,17.0,0,0
Elijah Sarratt,BAL,WR,218.7,229.2,89.1,73.1,4.3,89.1,5.2,0,0,0,0,0,1.0,5.0,0,32.0,386.0,3.0,0
Chris Brazzell,CAR,WR,219.5,230.8,84.8,70.8,4.2,84.8,5.0,0,0,0,0,0,2.0,8.0,0,28.0,380.0,3.0,0
Chris Bell,MIA,WR,220.7,231.4,91.2,74.7,4.4,91.2,5.4,0,0,0,0,0,1.0,4.0,0,33.0,398.0,3.0,0
Rashod Bateman,BAL,WR,221.4,232.7,84.1,70.1,4.1,84.1,4.9,0,0,0,0,0,0,0,0,28.0,381.0,3.0,0
Jarquez Hunter,LAR,RB,221.5,240.6,9.6,8.6,0.5,9.6,0.6,0,0,0,0,0,15.0,63.0,0,2.0,13.0,0,0
Keenan Allen,FA,WR,222.7,233.2,95.0,76.0,4.5,95.0,5.6,0,0,0,0,0,0,0,0,38.0,390.0,3.0,0
Keon Coleman,BUF,WR,223.8,234.8,38.8,31.8,1.9,38.8,2.3,0,0,0,0,0,1.0,6.0,0,14.0,182.0,1.0,0
Cooper Kupp,SEA,WR,224.8,235.2,86.4,70.4,4.1,86.4,5.1,0,0,0,0,0,0,0,0,32.0,364.0,3.0,0
J.J. McCarthy,MIN,QB,225.7,224.2,19.6,18.6,1.1,18.6,1.1,32.0,20.0,213.0,1.0,1.0,5.0,21.0,1.0,0,0,0,0
Shedeur Sanders,CLE,QB,226.8,225.8,97.1,92.1,5.4,92.1,5.4,226.0,142.0,1433.0,7.0,5.0,26.0,88.0,2.0,0,0,0,2.0
Jack Bech,LV,WR,226.8,238.2,89.2,71.7,4.2,89.2,5.2,0,0,0,0,0,1.0,10.0,0,35.0,412.0,2.0,0
Devaughn Vele,NO,WR,227.3,239.8,91.0,74.5,4.4,91.0,5.4,0,0,0,0,0,1.0,8.0,0,33.0,392.0,3.0,0
Christian Kirk,SF,WR,229.4,241.7,75.2,60.7,3.6,75.2,4.4,0,0,0,0,0,2.0,14.0,0,29.0,328.0,2.0,0
Michael Penix,ATL,QB,229.5,227.9,108.4,101.4,6.0,101.4,6.0,221.0,137.0,1567.0,10.0,5.0,20.0,67.0,1.0,0,0,0,2.0
Malachi Fields,NYG,WR,230.2,242.4,81.6,67.6,4.0,81.6,4.8,0,0,0,0,0,1.0,5.0,0,28.0,351.0,3.0,0
Max Klare,LAR,TE,234.3,248.8,56.1,45.1,2.7,56.1,3.3,0,0,0,0,0,0,0,0,22.0,221.0,2.0,0
Michael Trigg,DAL,TE,235.3,249.7,33.8,26.8,1.6,33.8,2.0,0,0,0,0,0,0,0,0,14.0,138.0,1.0,0
Tua Tagovailoa,ATL,QB,237.7,236.5,137.9,121.9,7.2,121.9,7.2,308.0,209.0,2141.0,14.0,8.0,20.0,43.0,0,0,0,0,4.0
Joe Mixon,FA,RB,242.0,204.6,27.9,25.4,1.5,27.9,1.6,0,0,0,0,0,35.0,138.0,1.0,5.0,31.0,0,0
Ty Simpson,LAR,QB,242.1,241.8,13.6,12.6,0.7,12.6,0.7,32.0,20.0,218.0,1.0,1.0,5.0,19.0,0,0,0,0,0
Elic Ayomanor,TEN,WR,244.1,199.8,56.7,46.7,2.7,56.7,3.3,0,0,0,0,0,0,0,0,20.0,247.0,2.0,0
Najee Harris,FA,RB,245.0,212.3,52.5,47.5,2.8,52.5,3.1,0,0,0,0,0,60.0,234.0,2.0,10.0,71.0,0,0
De'Zhaun Stribling,SF,WR,245.2,202.4,114.1,93.1,5.5,114.1,6.7,0,0,0,0,0,0,0,0,42.0,541.0,3.0,0
Devin Neal,NO,RB,268.2,211.9,31.9,28.4,1.7,31.9,1.9,0,0,0,0,0,39.0,160.0,1.0,7.0,49.0,0,1.0
Will Levis,TEN,QB,999.0,999.0,12.7,11.7,0.7,11.7,0.7,32.0,20.0,205.0,1.0,1.0,4.0,15.0,0,0,0,0,0
Aaron Rodgers,PIT,QB,999.0,999.0,177.0,168.0,9.9,168.0,9.9,403.0,261.0,2700.0,18.0,7.0,21.0,60.0,0,0,0,0,2.0
DeMario Douglas,NE,WR,999.0,999.0,59.3,49.3,2.9,59.3,3.5,0,0,0,0,0,3.0,23.0,0,20.0,250.0,2.0,0
Dontayvion Wicks,PHI,WR,999.0,999.0,70.4,57.4,3.4,70.4,4.1,0,0,0,0,0,1.0,8.0,0,26.0,316.0,2.0,0
Michael Mayer,LV,TE,999.0,999.0,74.6,59.1,3.5,74.6,4.4,0,0,0,0,0,0,0,0,31.0,316.0,2.0,0
Luke Musgrave,GB,TE,999.0,999.0,40.6,32.1,1.9,40.6,2.4,0,0,0,0,0,0,0,0,17.0,176.0,1.0,0
Darnell Washington,PIT,TE,999.0,999.0,88.9,71.4,4.2,88.9,5.2,0,0,0,0,0,0,0,0,35.0,359.0,3.0,0
Tanner McKee,PHI,QB,999.0,999.0,12.4,11.4,0.7,11.4,0.7,31.0,19.0,198.0,1.0,1.0,4.0,15.0,0,0,0,0,0
Anthony Richardson,IND,QB,999.0,999.0,36.5,34.5,2.0,34.5,2.0,56.0,32.0,386.0,2.0,2.0,16.0,91.0,1.0,0,0,0,0
KaVontae Turpin,DAL,WR,999.0,999.0,71.5,61.0,3.6,71.5,4.2,0,0,0,0,0,14.0,77.0,1.0,21.0,268.0,2.0,1.0
Tucker Fisk,FA,TE,999.0,999.0,7.5,5.5,0.3,7.5,0.4,0,0,0,0,0,0,0,0,4.0,35.0,0,0
Malik Davis,DAL,RB,999.0,999.0,29.9,27.4,1.6,29.9,1.8,0,0,0,0,0,38.0,155.0,1.0,5.0,34.0,0,0
Stone Smartt,PHI,TE,999.0,999.0,5.7,4.2,0.2,5.7,0.3,0,0,0,0,0,0,0,0,3.0,27.0,0,0
Dareke Young,LV,WR,999.0,999.0,4.6,3.6,0.2,4.6,0.3,0,0,0,0,0,0,0,0,2.0,26.0,0,0
Drew Ogletree,IND,TE,999.0,999.0,5.4,3.9,0.2,5.4,0.3,0,0,0,0,0,0,0,0,3.0,24.0,0,0
Ko Kieft,TB,TE,999.0,999.0,2.3,1.8,0.1,2.3,0.1,0,0,0,0,0,0,0,0,1.0,13.0,0,0
Andy Dalton,PHI,QB,999.0,999.0,11.8,10.8,0.6,10.8,0.6,33.0,21.0,208.0,1.0,1.0,2.0,5.0,0,0,0,0,0
Tyrod Taylor,GB,QB,999.0,999.0,12.9,11.9,0.7,11.9,0.7,32.0,20.0,205.0,1.0,1.0,4.0,17.0,0,0,0,0,0
Julius Chestnut,TEN,RB,999.0,999.0,5.6,4.6,0.3,5.6,0.3,0,0,0,0,0,5.0,20.0,0,2.0,16.0,0,0
Lucas Krull,DEN,TE,999.0,999.0,8.1,6.1,0.4,8.1,0.5,0,0,0,0,0,0,0,0,4.0,41.0,0,0
Ty Chandler,NO,RB,999.0,999.0,12.0,9.0,0.5,12.0,0.7,0,0,0,0,0,5.0,21.0,0,6.0,39.0,0,0
Daniel Bellinger,TEN,TE,999.0,999.0,40.1,31.6,1.9,40.1,2.4,0,0,0,0,0,0,0,0,17.0,171.0,1.0,0
Tyler Badie,DEN,RB,999.0,999.0,8.4,6.4,0.4,8.4,0.5,0,0,0,0,0,4.0,16.0,0,4.0,28.0,0,0
Tyler Goodson,ATL,RB,999.0,999.0,4.8,3.8,0.2,4.8,0.3,0,0,0,0,0,3.0,13.0,0,2.0,15.0,0,0
Bo Melton,GB,WR,999.0,999.0,9.8,7.8,0.5,9.8,0.6,0,0,0,0,0,1.0,6.0,0,4.0,52.0,0,0
Kevin Austin,NO,WR,999.0,999.0,30.9,25.4,1.5,30.9,1.8,0,0,0,0,0,1.0,5.0,0,11.0,134.0,1.0,0
Ronnie Rivers,LAR,RB,999.0,999.0,7.1,5.6,0.3,7.1,0.4,0,0,0,0,0,5.0,21.0,0,3.0,20.0,0,0
Tyquan Thornton,KC,WR,999.0,999.0,62.6,52.6,3.1,62.6,3.7,0,0,0,0,0,0,0,0,20.0,306.0,2.0,0
Connor Heyward,LV,TE,999.0,999.0,14.7,12.7,0.7,14.7,0.9,0,0,0,0,0,7.0,14.0,1.0,4.0,33.0,0,0
Grant Calcaterra,PHI,TE,999.0,999.0,25.6,20.6,1.2,25.6,1.5,0,0,0,0,0,0,0,0,10.0,96.0,1.0,0
Greg Dulcich,MIA,TE,999.0,999.0,110.9,87.4,5.1,110.9,6.5,0,0,0,0,0,0,0,0,47.0,459.0,3.0,0
Skyy Moore,GB,WR,999.0,999.0,3.0,2.5,0.1,3.0,0.2,0,0,0,0,0,1.0,6.0,0,1.0,14.0,0,0
John Metchie,CAR,WR,999.0,999.0,37.5,30.0,1.8,37.5,2.2,0,0,0,0,0,1.0,6.0,0,15.0,159.0,1.0,0
Jeremy Ruckert,NYJ,TE,999.0,999.0,9.3,6.8,0.4,9.3,0.5,0,0,0,0,0,0,0,0,5.0,43.0,0,0
Jerome Ford,WAS,RB,999.0,999.0,39.2,33.2,2.0,39.2,2.3,0,0,0,0,0,30.0,124.0,1.0,12.0,88.0,0,0
Zamir White,FA,RB,999.0,999.0,5.1,4.1,0.2,5.1,0.3,0,0,0,0,0,5.0,21.0,0,2.0,10.0,0,0
Treylon Burks,WAS,WR,999.0,999.0,34.8,28.8,1.7,34.8,2.0,0,0,0,0,0,3.0,16.0,0,12.0,152.0,1.0,0
Dameon Pierce,PHI,RB,999.0,999.0,21.8,20.3,1.2,21.8,1.3,0,0,0,0,0,25.0,106.0,1.0,3.0,22.0,0,0
Charlie Kolar,LAC,TE,999.0,999.0,38.4,30.4,1.8,38.4,2.3,0,0,0,0,0,1.0,2.0,0,16.0,162.0,1.0,0
Calvin Austin,NYG,WR,999.0,999.0,43.4,35.4,2.1,43.4,2.6,0,0,0,0,0,2.0,13.0,0,16.0,201.0,1.0,0
Jahan Dotson,ATL,WR,999.0,999.0,63.9,52.4,3.1,63.9,3.8,0,0,0,0,0,2.0,14.0,0,23.0,275.0,2.0,0
Jalen Tolbert,MIA,WR,999.0,999.0,34.2,27.7,1.6,34.2,2.0,0,0,0,0,0,0,0,0,13.0,152.0,1.0,0
Pierre Strong,GB,RB,999.0,999.0,7.5,6.5,0.4,7.5,0.4,0,0,0,0,0,10.0,41.0,0,2.0,14.0,0,0
Shane Zylstra,BUF,TE,999.0,999.0,2.3,1.8,0.1,2.3,0.1,0,0,0,0,0,0,0,0,1.0,13.0,0,0
Jack Stoll,CLE,TE,999.0,999.0,7.5,5.5,0.3,7.5,0.4,0,0,0,0,0,0,0,0,4.0,35.0,0,0
Brock Wright,DET,TE,999.0,999.0,27.3,21.8,1.3,27.3,1.6,0,0,0,0,0,0,0,0,11.0,103.0,1.0,0
Luke Farrell,SF,TE,999.0,999.0,10.1,7.6,0.4,10.1,0.6,0,0,0,0,0,0,0,0,5.0,51.0,0,0
Noah Gray,KC,TE,999.0,999.0,59.1,47.1,2.8,59.1,3.5,0,0,0,0,0,0,0,0,24.0,231.0,2.0,0
Ben Skowronek,PIT,WR,999.0,999.0,0.6,0.6,0.0,0.6,0.0,0,0,0,0,0,1.0,6.0,0,0,0,0,0
John Bates,WAS,TE,999.0,999.0,31.8,25.3,1.5,31.8,1.9,0,0,0,0,0,0,0,0,13.0,128.0,1.0,0
Tommy Tremble,CAR,TE,999.0,999.0,31.8,25.3,1.5,31.8,1.9,0,0,0,0,0,0,0,0,13.0,128.0,1.0,0
Joshua Palmer,BUF,WR,999.0,999.0,32.6,26.6,1.6,32.6,1.9,0,0,0,0,0,0,0,0,12.0,146.0,1.0,0
Dee Eskridge,FA,WR,999.0,999.0,4.9,3.9,0.2,4.9,0.3,0,0,0,0,0,1.0,6.0,0,2.0,23.0,0,0
Trey Lance,LAC,QB,999.0,999.0,14.6,13.6,0.8,13.6,0.8,29.0,18.0,183.0,1.0,1.0,8.0,43.0,0,0,0,0,0
Michael Carter,TEN,RB,999.0,999.0,8.1,6.6,0.4,8.1,0.5,0,0,0,0,0,7.0,29.0,0,3.0,22.0,0,0
Kylen Granson,TEN,TE,999.0,999.0,4.0,3.0,0.2,4.0,0.2,0,0,0,0,0,0,0,0,2.0,20.0,0,0
Pat Freiermuth,PIT,TE,999.0,999.0,128.4,102.9,6.1,128.4,7.6,0,0,0,0,0,0,0,0,51.0,534.0,4.0,0
Tylan Wallace,CLE,WR,999.0,999.0,4.2,3.2,0.2,4.2,0.2,0,0,0,0,0,0,0,0,2.0,22.0,0,0
Justin Fields,KC,QB,999.0,999.0,34.7,32.7,1.9,32.7,1.9,55.0,34.0,363.0,2.0,2.0,18.0,102.0,1.0,0,0,0,1.0
Dyami Brown,WAS,WR,999.0,999.0,4.9,3.9,0.2,4.9,0.3,0,0,0,0,0,1.0,6.0,0,2.0,23.0,0,0
Davis Mills,HOU,QB,999.0,999.0,12.0,11.0,0.6,11.0,0.6,33.0,20.0,211.0,1.0,1.0,2.0,6.0,0,0,0,0,0
Brevin Jordan,HOU,TE,999.0,999.0,6.1,4.1,0.2,6.1,0.4,0,0,0,0,0,0,0,0,4.0,21.0,0,0
Tutu Atwell,MIA,WR,999.0,999.0,33.7,28.2,1.7,33.7,2.0,0,0,0,0,0,2.0,12.0,0,11.0,155.0,1.0,0
Elijah Mitchell,PHI,RB,999.0,999.0,9.3,8.3,0.5,9.3,0.5,0,0,0,0,0,14.0,59.0,0,2.0,14.0,0,0
Quintin Morris,JAX,TE,999.0,999.0,8.0,6.0,0.4,8.0,0.5,0,0,0,0,0,0,0,0,4.0,40.0,0,0
Feleipe Franks,CAR,TE,999.0,999.0,1.9,1.4,0.1,1.9,0.1,0,0,0,0,0,1.0,2.0,0,1.0,7.0,0,0
Mac Jones,SF,QB,999.0,999.0,26.7,24.7,1.5,24.7,1.5,62.0,41.0,423.0,3.0,2.0,5.0,18.0,0,0,0,0,1.0
Nick Westbrook-Ikhine,IND,WR,999.0,999.0,26.7,22.2,1.3,26.7,1.6,0,0,0,0,0,0,0,0,9.0,117.0,1.0,0
Tyler Huntley,BAL,QB,999.0,999.0,12.7,11.7,0.7,11.7,0.7,28.0,18.0,182.0,1.0,1.0,4.0,24.0,0,0,0,0,0
Charlie Woerner,ATL,TE,999.0,999.0,8.0,6.0,0.4,8.0,0.5,0,0,0,0,0,0,0,0,4.0,40.0,0,0
Cody White,SEA,WR,999.0,999.0,8.5,6.5,0.4,8.5,0.5,0,0,0,0,0,0,0,0,4.0,45.0,0,0
Tyler Johnson,DAL,WR,999.0,999.0,6.5,5.0,0.3,6.5,0.4,0,0,0,0,0,0,0,0,3.0,35.0,0,0
James Proche,FA,WR,999.0,999.0,0.6,0.6,0.0,0.6,0.0,0,0,0,0,0,1.0,6.0,0,0,0,0,0
Antonio Gibson,FA,RB,999.0,999.0,3.9,2.9,0.2,3.9,0.2,0,0,0,0,0,1.0,4.0,0,2.0,15.0,0,0
Cam Akers,FA,RB,999.0,999.0,5.1,4.1,0.2,5.1,0.3,0,0,0,0,0,4.0,16.0,0,2.0,15.0,0,0
Isaiah Hodgins,NYG,WR,999.0,999.0,9.2,7.2,0.4,9.2,0.5,0,0,0,0,0,0,0,0,4.0,52.0,0,0
Adam Trautman,DEN,TE,999.0,999.0,27.8,22.3,1.3,27.8,1.6,0,0,0,0,0,0,0,0,11.0,108.0,1.0,0
Van Jefferson,WAS,WR,999.0,999.0,33.2,27.2,1.6,33.2,2.0,0,0,0,0,0,0,0,0,12.0,152.0,1.0,0
Harrison Bryant,SEA,TE,999.0,999.0,4.0,3.0,0.2,4.0,0.2,0,0,0,0,0,0,0,0,2.0,20.0,0,0
Devin Duvernay,ARI,WR,999.0,999.0,-1.4,-1.4,-0.1,-1.4,-0.1,0,0,0,0,0,1.0,6.0,0,0,0,0,1.0
Cole Kmet,CHI,TE,999.0,999.0,68.1,54.1,3.2,68.1,4.0,0,0,0,0,0,0,0,0,28.0,281.0,2.0,0
Clyde Edwards-Helaire,FA,RB,999.0,999.0,0.8,0.8,0.0,0.8,0.0,0,0,0,0,0,2.0,8.0,0,0,0,0,0
Craig Reynolds,FA,RB,999.0,999.0,4.4,3.4,0.2,4.4,0.3,0,0,0,0,0,2.0,8.0,0,2.0,16.0,0,0
Ashton Dulin,IND,WR,999.0,999.0,3.0,2.5,0.1,3.0,0.2,0,0,0,0,0,1.0,6.0,0,1.0,14.0,0,0
Olamide Zaccheaus,ATL,WR,999.0,999.0,75.8,60.8,3.6,75.8,4.5,0,0,0,0,0,2.0,12.0,0,30.0,326.0,2.0,0
David Sills,TB,WR,999.0,999.0,26.9,22.4,1.3,26.9,1.6,0,0,0,0,0,1.0,6.0,0,9.0,113.0,1.0,0
Darius Slayton,NYG,WR,999.0,999.0,86.6,72.6,4.3,86.6,5.1,0,0,0,0,0,0,0,0,28.0,406.0,3.0,0
Jarrett Stidham,DEN,QB,999.0,999.0,12.2,11.2,0.7,11.2,0.7,31.0,19.0,198.0,1.0,1.0,2.0,13.0,0,0,0,0,0
Devin Singletary,NYG,RB,999.0,999.0,12.3,9.8,0.6,12.3,0.7,0,0,0,0,0,10.0,41.0,0,5.0,32.0,0,0
Ty Johnson,BUF,RB,999.0,999.0,55.8,47.3,2.8,55.8,3.3,0,0,0,0,0,32.0,137.0,1.0,17.0,131.0,1.0,0
Gardner Minshew,ARI,QB,999.0,999.0,28.0,26.0,1.5,26.0,1.5,60.0,38.0,394.0,3.0,2.0,6.0,22.0,0,0,0,0,0
Drew Sample,CIN,TE,999.0,999.0,31.6,25.1,1.5,31.6,1.9,0,0,0,0,0,0,0,0,13.0,126.0,1.0,0
Justice Hill,BAL,RB,999.0,999.0,54.0,45.0,2.6,54.0,3.2,0,0,0,0,0,25.0,107.0,1.0,18.0,133.0,1.0,0
Foster Moreau,HOU,TE,999.0,999.0,9.8,7.3,0.4,9.8,0.6,0,0,0,0,0,0,0,0,5.0,48.0,0,0
Josh Oliver,MIN,TE,999.0,999.0,31.4,24.9,1.5,31.4,1.8,0,0,0,0,0,0,0,0,13.0,124.0,1.0,0
Greg Dortch,DET,WR,999.0,999.0,25.7,20.7,1.2,25.7,1.5,0,0,0,0,0,3.0,16.0,0,10.0,101.0,1.0,1.0
Lil'Jordan Humphrey,DEN,WR,999.0,999.0,24.0,20.0,1.2,24.0,1.4,0,0,0,0,0,0,0,0,8.0,100.0,1.0,0
Dawson Knox,BUF,TE,999.0,999.0,76.4,62.4,3.7,76.4,4.5,0,0,0,0,0,0,0,0,28.0,304.0,3.0,0
Noah Fant,NO,TE,999.0,999.0,36.6,29.1,1.7,36.6,2.2,0,0,0,0,0,0,0,0,15.0,156.0,1.0,0
Marquise Brown,PHI,WR,999.0,999.0,67.5,55.0,3.2,67.5,4.0,0,0,0,0,0,0,0,0,25.0,305.0,2.0,0
Tanner Hudson,CIN,TE,999.0,999.0,5.8,4.3,0.3,5.8,0.3,0,0,0,0,0,0,0,0,3.0,28.0,0,0
Allen Lazard,FA,WR,999.0,999.0,6.4,4.9,0.3,6.4,0.4,0,0,0,0,0,0,0,0,3.0,34.0,0,0
